epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
100,667.579,0.66714,0.7805,0.64015,0.98491,0.85755,0.82725,0.86499,0.68574,0.85755,0.82725,0.86499,0.67337,0.85204,0.86278,0.84525,1.15029,0.00125854,0.00125854,0.00125854
101,673.667,0.66997,0.79667,0.68504,0.98376,0.73579,0.80153,0.83726,0.63483,0.73579,0.80153,0.82847,0.60997,0.83516,0.95771,0.89892,1.15647,0.00125442,0.00125442,0.00125442
102,680.144,0.72675,0.85748,0.73985,1.03739,0.96785,0.57776,0.70063,0.57854,0.96785,0.57776,0.70063,0.58033,0.88447,0.92528,1.12816,1.18923,0.00125029,0.00125029,0.00125029
103,686.257,0.69129,0.82379,0.66247,0.99034,0.91904,0.71667,0.79976,0.65696,0.91904,0.71667,0.79976,0.6562,0.82364,0.90919,0.89298,1.13127,0.00124617,0.00124617,0.00124617
104,692.338,0.65154,0.80551,0.57899,0.97248,0.87254,0.7375,0.82975,0.68283,0.87254,0.7375,0.82975,0.68932,0.73511,0.90559,0.80907,1.06286,0.00124204,0.00124204,0.00124204
105,698.422,0.69355,0.79377,0.66496,1.01023,0.93697,0.71667,0.82417,0.66886,0.93697,0.71667,0.82417,0.64885,0.83609,1.06648,0.98192,1.13454,0.00123791,0.00123791,0.00123791
106,705.617,0.68886,0.87589,0.68749,1.00778,0.95777,0.78175,0.84681,0.65439,0.95777,0.78175,0.84681,0.65465,0.86157,1.1731,0.98612,1.20129,0.00123379,0.00123379,0.00123379
107,711.91,0.6767,0.75523,0.67996,1.00516,0.95416,0.737,0.84385,0.65313,0.95416,0.737,0.85042,0.65602,0.87775,1.04899,0.96968,1.1697,0.00122966,0.00122966,0.00122966
108,717.992,0.66265,0.76722,0.67017,1.01348,0.87188,0.76125,0.81394,0.6564,0.87188,0.76125,0.81394,0.67184,0.85006,1.04329,1.03531,1.1548,0.00122554,0.00122554,0.00122554
109,724.088,0.64167,0.78652,0.67488,0.99803,0.92424,0.84361,0.88337,0.72641,0.92424,0.84361,0.88337,0.71879,0.80217,0.9915,0.85105,1.12693,0.00122141,0.00122141,0.00122141
110,732.614,0.66092,0.79411,0.65506,0.9952,0.88149,0.76764,0.84607,0.69615,0.88149,0.76764,0.84607,0.69009,0.78079,0.84887,0.90451,1.09335,0.00121729,0.00121729,0.00121729
111,738.703,0.66352,0.76279,0.67244,0.98996,0.88044,0.48333,0.5787,0.46951,0.88044,0.48333,0.56624,0.46739,1.07287,1.26518,1.77372,1.29022,0.00121316,0.00121316,0.00121316
112,744.943,0.66036,0.77473,0.65576,0.99124,0.84573,0.80127,0.83214,0.66411,0.82685,0.78061,0.83084,0.67271,0.77928,0.99497,0.91023,1.09466,0.00120903,0.00120903,0.00120903
113,751.156,0.63865,0.76891,0.65083,0.98456,0.80216,0.76059,0.81165,0.63854,0.80216,0.76059,0.81165,0.61861,0.82118,0.98068,1.03309,1.19103,0.00120491,0.00120491,0.00120491
114,757.294,0.70059,0.83284,0.67655,1.02587,0.87297,0.7875,0.84501,0.66729,0.87297,0.7875,0.84501,0.68831,0.83371,1.03216,0.97264,1.18122,0.00120078,0.00120078,0.00120078
115,763.377,0.66784,0.82279,0.6002,1.00569,0.89547,0.83449,0.916,0.72797,0.89547,0.83449,0.916,0.72123,0.77525,0.99777,0.71949,1.10686,0.00119666,0.00119666,0.00119666
116,770.746,0.66897,0.78209,0.65607,1.01832,0.92173,0.80833,0.89238,0.70795,0.92173,0.80833,0.89238,0.71756,0.75107,0.94862,0.73388,1.0997,0.00119253,0.00119253,0.00119253
117,776.837,0.62201,0.72811,0.59763,0.98202,0.94098,0.72963,0.83946,0.66405,0.94098,0.72963,0.83946,0.66741,0.77955,0.93944,0.84708,1.12913,0.0011884,0.0011884,0.0011884
118,783.171,0.66173,0.78516,0.63801,1.01226,0.80951,0.8375,0.86849,0.70147,0.80951,0.8375,0.85522,0.69069,0.76317,1.02369,0.90513,1.10446,0.00118428,0.00118428,0.00118428
119,789.264,0.67252,0.87947,0.67824,1.01891,0.95843,0.80805,0.87667,0.71123,0.95843,0.80805,0.87667,0.70406,0.73738,0.96709,0.89589,1.0911,0.00118015,0.00118015,0.00118015
120,795.369,0.63734,0.7254,0.57832,0.96056,0.95446,0.73483,0.87097,0.70697,0.95446,0.73483,0.87097,0.70947,0.7706,0.953,0.78502,1.12441,0.00117603,0.00117603,0.00117603
121,801.461,0.64289,0.68867,0.59176,0.98723,0.91517,0.82658,0.90151,0.7285,0.91517,0.82658,0.90039,0.74628,0.78158,0.98985,0.69001,1.07632,0.0011719,0.0011719,0.0011719
122,808.909,0.6112,0.72677,0.56218,0.96059,0.96362,0.68973,0.82005,0.6988,0.96362,0.68973,0.82005,0.69892,0.72985,1.07604,0.93618,1.0884,0.00116778,0.00116778,0.00116778
123,815.193,0.62509,0.74336,0.58261,1.00134,0.94504,0.72998,0.83444,0.68708,0.94504,0.72998,0.83444,0.70085,0.85125,1.12585,0.81249,1.13363,0.00116365,0.00116365,0.00116365
124,821.283,0.64333,0.77863,0.62657,0.99315,0.90573,0.75898,0.83352,0.70186,0.90573,0.75898,0.83352,0.68249,0.85639,0.97475,0.92972,1.17531,0.00115952,0.00115952,0.00115952
125,827.377,0.65328,0.77454,0.59068,0.98703,0.92919,0.72177,0.85565,0.66597,0.92919,0.72177,0.84703,0.67194,0.79566,0.95459,0.90217,1.11191,0.0011554,0.0011554,0.0011554
126,833.549,0.61636,0.71861,0.58674,0.97816,0.69432,0.78333,0.8026,0.65692,0.69432,0.78333,0.8026,0.61939,0.76577,1.00026,1.04197,1.12459,0.00115127,0.00115127,0.00115127
127,839.767,0.62113,0.80473,0.58301,0.98101,0.75798,0.73333,0.78324,0.67645,0.75798,0.73333,0.79379,0.65025,0.69083,0.99636,1.31177,1.07174,0.00114715,0.00114715,0.00114715
